timestamp_minute,road_id,vehicle_count,avg_speed_kmph,road_length_km,engine_load_factor,estimated_fuel_L,carbon_emission_gps
4,22553,3,50.02,1.102,0.82,0.0054,0.21
0,22554,3,27.46,1.993,1.22,0.0267,1.03
1,22554,6,38.34,0.669,1.26,0.0132,0.51
2,22554,6,27.62,1.983,0.8,0.0343,1.32
3,22554,12,39.12,1.279,1.23,0.0484,1.86
4,22554,9,38.84,1.149,1.0,0.0265,1.02
0,22555,3,51.43,0.163,1.16,0.0011,0.04
1,22555,3,25.42,1.07,0.73,0.0093,0.36
2,22555,8,27.0,1.454,1.15,0.0496,1.91
3,22555,8,49.66,0.648,0.87,0.0091,0.35
4,22555,5,28.09,1.015,0.77,0.0139,0.54
0,22556,4,38.82,1.443,1.1,0.0163,0.63
1,22556,9,39.76,1.656,1.28,0.0481,1.85
2,22556,8,48.41,0.721,0.76,0.0091,0.35
3,22556,3,45.26,1.191,0.9,0.0071,0.27
4,22556,9,36.67,1.519,0.7,0.0262,1.01
0,22557,5,32.61,0.477,0.81,0.0059,0.23
1,22557,7,47.65,1.188,0.98,0.017,0.66
2,22557,2,49.37,1.384,1.2,0.0067,0.26
3,22557,4,53.03,1.594,1.26,0.0151,0.58
4,22557,7,44.81,1.213,1.29,0.0244,0.94
0,22558,5,48.09,0.671,1.17,0.0081,0.31
1,22558,8,43.07,0.754,0.73,0.0102,0.39
2,22558,4,28.5,1.57,1.18,0.026,1.0
3,22558,2,59.69,1.63,0.87,0.0048,0.18
4,22558,2,45.75,0.207,1.0,0.0009,0.03
0,22559,8,55.51,1.763,0.94,0.0239,0.92
1,22559,5,41.4,0.483,0.89,0.0052,0.2
2,22559,6,23.28,0.757,0.98,0.0192,0.74
3,22559,3,51.96,1.007,1.25,0.0073,0.28
4,22559,3,35.34,1.207,1.16,0.0119,0.46
0,22560,5,30.87,1.849,1.25,0.0374,1.44
1,22560,5,59.97,0.563,0.93,0.0044,0.17
2,22560,2,32.87,0.174,0.88,0.0009,0.04
3,22560,3,38.36,1.019,0.83,0.0066,0.25
4,22560,3,19.68,1.265,1.24,0.0239,0.92
0,22561,4,54.55,0.491,0.79,0.0028,0.11
1,22561,5,44.07,1.859,1.1,0.0231,0.89
2,22561,9,31.37,1.234,0.75,0.0266,1.02
3,22561,7,43.46,0.485,1.27,0.01,0.38
4,22561,8,43.71,0.223,1.18,0.0048,0.18
0,22562,5,34.93,1.658,0.91,0.0216,0.83
1,22562,6,28.22,1.247,0.92,0.0243,0.93
2,22562,7,46.25,0.548,0.93,0.0077,0.3
3,22562,4,43.36,1.402,0.91,0.0118,0.45
4,22562,9,48.91,1.653,0.93,0.0284,1.09
0,22563,5,27.71,1.224,0.78,0.0172,0.66
1,22563,7,42.4,1.28,1.01,0.0214,0.82
2,22563,6,71.52,0.34,1.1,0.0031,0.12
3,22563,9,32.57,1.962,1.24,0.067,2.58
4,22563,3,39.02,0.251,0.92,0.0018,0.07
0,22564,8,47.33,0.97,1.09,0.0179,0.69
1,22564,6,29.0,1.569,0.73,0.0238,0.92
2,22564,5,33.5,1.196,0.84,0.015,0.58
3,22564,7,30.58,1.876,0.78,0.0333,1.28
4,22564,3,47.27,0.147,0.87,0.0008,0.03
0,22565,5,47.09,1.361,0.96,0.0139,0.54
1,22565,4,26.03,1.739,0.93,0.025,0.96
2,22565,5,30.77,0.245,1.26,0.005,0.19
3,22565,1,30.47,1.797,1.2,0.0071,0.27
4,22565,5,25.31,1.888,1.11,0.0415,1.6
0,22566,5,44.89,0.409,1.08,0.0049,0.19
1,22566,3,55.08,1.508,1.0,0.0082,0.32
2,22566,3,37.77,0.94,0.76,0.0057,0.22
3,22566,4,31.92,0.768,0.83,0.008,0.31
4,22566,6,53.4,1.899,1.11,0.0237,0.91
0,22567,10,33.78,1.608,1.11,0.053,2.04
1,22567,7,35.7,1.505,1.09,0.0323,1.24
2,22567,5,40.25,1.85,1.29,0.0297,1.14
3,22567,4,36.41,1.766,0.76,0.0148,0.57
4,22567,4,30.06,1.529,0.96,0.0195,0.75
0,22568,4,38.1,1.844,0.83,0.0161,0.62
1,22568,4,54.92,1.618,1.09,0.0128,0.49
2,22568,6,36.71,0.161,0.76,0.002,0.08
3,22568,5,48.61,1.624,1.16,0.0195,0.75
4,22568,2,40.36,1.278,0.95,0.006,0.23
0,22569,6,51.03,0.745,0.98,0.0086,0.33
1,22569,12,30.15,1.984,0.97,0.0765,2.95
2,22569,4,43.11,1.021,1.28,0.0121,0.47
3,22569,7,31.9,0.91,1.16,0.0232,0.89
4,22569,2,36.82,0.676,1.05,0.0038,0.15
0,22570,5,48.16,1.714,1.08,0.0192,0.74
1,22570,6,27.02,0.219,0.77,0.0038,0.14
2,22570,4,37.86,1.316,1.08,0.015,0.58
3,22570,6,45.12,0.791,0.79,0.0083,0.32
4,22570,0,51.28,0.426,1.08,0.0,0.0
0,22571,1,19.89,1.145,0.88,0.0051,0.2
1,22571,7,33.18,1.265,1.01,0.027,1.04
2,22571,4,39.23,0.131,0.84,0.0011,0.04
3,22571,5,37.69,0.188,1.03,0.0026,0.1
4,22571,4,46.11,0.497,1.11,0.0048,0.18
0,22572,3,42.02,1.411,0.98,0.0098,0.38
1,22572,2,45.86,1.991,0.71,0.0062,0.24
2,22572,2,63.27,0.856,1.06,0.0029,0.11
3,22572,6,37.44,1.145,1.22,0.0225,0.87
4,22572,7,40.54,1.302,1.09,0.0244,0.94
0,22573,4,43.44,1.913,1.28,0.0226,0.87
1,22573,3,40.04,0.842,1.14,0.0072,0.28
2,22573,3,31.89,1.334,1.23,0.0154,0.59
3,22573,6,46.9,1.743,0.75,0.0167,0.64
4,22573,8,48.98,0.899,1.05,0.0154,0.59
0,22574,5,32.11,0.792,0.98,0.012,0.46
1,22574,3,40.98,1.703,1.21,0.0151,0.58
2,22574,5,33.67,0.682,1.29,0.013,0.5
3,22574,5,46.78,0.498,1.16,0.0061,0.24
4,22574,1,37.35,1.359,0.71,0.0026,0.1
0,22575,7,46.82,0.823,1.08,0.0132,0.51
1,22575,4,24.87,0.522,1.06,0.0089,0.34
2,22575,4,46.38,0.511,0.97,0.0043,0.16
3,22575,9,35.57,0.438,1.1,0.0122,0.47
4,22575,6,34.82,1.99,1.08,0.0369,1.42
0,22576,10,43.65,0.342,1.09,0.0086,0.33
1,22576,5,36.29,0.197,0.82,0.0022,0.09
2,22576,8,37.33,0.201,1.18,0.0051,0.2
3,22576,6,56.48,1.731,0.85,0.0157,0.6
4,22576,2,44.48,1.458,0.98,0.0064,0.25
0,22577,5,35.91,0.81,0.75,0.0085,0.33
1,22577,1,47.44,1.479,1.0,0.0031,0.12
2,22577,13,41.67,1.676,0.81,0.0426,1.64
3,22577,2,37.94,1.624,0.82,0.007,0.27
4,22577,5,42.37,1.674,0.84,0.0166,0.64
0,22578,4,38.98,1.637,1.03,0.0174,0.67
1,22578,6,46.97,0.827,0.93,0.0098,0.38
2,22578,6,34.53,1.344,0.92,0.0215,0.83
3,22578,6,23.01,0.656,1.07,0.0184,0.71
4,22578,6,34.93,1.97,0.94,0.0319,1.23
0,22579,3,47.06,1.831,1.02,0.012,0.46
1,22579,4,57.12,0.193,1.03,0.0014,0.05
2,22579,9,41.48,1.238,0.79,0.0212,0.82
3,22579,5,47.4,0.206,1.05,0.0023,0.09
4,22579,3,50.6,0.977,0.78,0.0045,0.17
0,22580,4,45.24,1.273,0.92,0.0103,0.4
1,22580,3,36.11,1.638,0.8,0.0109,0.42
2,22580,5,38.43,1.691,1.07,0.0235,0.9
3,22580,4,52.53,1.581,1.22,0.0147,0.57
4,22580,6,30.23,1.785,1.21,0.0429,1.65
0,22581,5,47.64,1.877,1.27,0.025,0.96
1,22581,4,41.87,1.523,1.1,0.0161,0.62
2,22581,4,61.92,1.491,1.07,0.0103,0.4
3,22581,10,42.8,1.087,0.72,0.0182,0.7
4,22581,2,43.57,0.524,1.02,0.0025,0.09
0,22582,4,23.25,0.382,0.85,0.0056,0.21
1,22582,5,48.61,1.195,0.8,0.0099,0.38
2,22582,5,23.69,0.883,1.01,0.0189,0.73
3,22582,3,53.92,1.181,0.91,0.006,0.23
4,22582,7,38.84,0.788,0.79,0.0112,0.43
0,22583,3,47.46,1.761,1.14,0.0127,0.49
1,22583,6,31.5,1.825,0.81,0.0283,1.09
2,22583,5,50.95,0.441,0.94,0.0041,0.16
3,22583,2,47.97,1.448,1.19,0.0072,0.28
4,22583,0,42.12,1.149,0.94,0.0,0.0
0,22584,8,5.98,1.824,0.98,0.2403,9.25
1,22584,4,40.44,0.711,0.72,0.0051,0.2
2,22584,3,52.24,1.0,0.73,0.0042,0.16
3,22584,2,37.21,1.298,1.21,0.0084,0.33
4,22584,4,39.8,1.226,1.02,0.0126,0.48
0,22585,3,36.35,1.984,1.22,0.0199,0.77
1,22585,9,38.68,0.881,1.06,0.0216,0.83
2,22585,2,54.9,0.845,1.15,0.0035,0.14
3,22585,5,30.2,1.06,0.8,0.0141,0.54
4,22585,4,24.6,0.622,0.94,0.0095,0.37
0,22586,7,31.78,0.646,1.02,0.0146,0.56
1,22586,3,40.08,0.913,0.83,0.0057,0.22
2,22586,9,40.37,1.38,1.04,0.0319,1.23
3,22586,10,50.62,1.236,1.22,0.0297,1.14
4,22586,7,33.2,0.197,1.25,0.0052,0.2
0,22587,4,50.39,0.498,0.98,0.0039,0.15
1,22587,7,55.4,1.488,0.91,0.0171,0.66
2,22587,7,29.43,0.274,0.71,0.0046,0.18
3,22587,6,40.5,1.322,0.74,0.0146,0.56
4,22587,4,42.74,1.287,0.81,0.0098,0.38
0,22588,4,27.82,1.123,1.14,0.0184,0.71
1,22588,6,60.5,1.311,1.21,0.0157,0.61
2,22588,6,41.34,0.197,1.25,0.0036,0.14
3,22588,2,46.4,1.127,0.89,0.0043,0.17
4,22588,8,38.0,0.681,0.72,0.0103,0.4
0,22589,5,54.37,1.158,1.09,0.0116,0.45
1,22589,4,50.7,1.888,0.81,0.012,0.46
2,22589,9,40.34,0.202,0.97,0.0044,0.17
3,22589,4,40.26,0.379,0.94,0.0035,0.14
4,22589,2,47.25,0.918,1.14,0.0044,0.17
0,22590,5,47.29,0.672,1.1,0.0078,0.3
1,22590,5,32.51,0.191,1.07,0.0031,0.12
2,22590,9,36.24,1.558,0.96,0.0372,1.43
3,22590,8,35.66,0.942,0.79,0.0167,0.64
4,22590,6,43.42,0.64,1.22,0.0108,0.42
0,22591,3,73.64,1.098,0.77,0.0035,0.13
1,22591,9,39.49,0.53,0.98,0.0119,0.46
2,22591,5,38.25,0.708,0.76,0.0071,0.27
3,22591,8,22.16,0.894,0.83,0.0267,1.03
4,22591,1,51.53,0.129,1.26,0.0003,0.01
0,22592,6,41.91,0.962,0.93,0.0128,0.49
1,22592,5,38.97,0.619,1.13,0.009,0.35
2,22592,2,39.47,1.182,0.94,0.0056,0.22
3,22592,3,40.2,0.193,0.94,0.0014,0.05
4,22592,0,19.33,1.536,1.13,0.0,0.0
0,22593,4,24.44,0.916,1.04,0.0156,0.6
1,22593,2,51.57,1.067,1.26,0.0052,0.2
2,22593,5,44.75,1.145,0.8,0.0102,0.39
3,22593,3,41.39,1.598,1.14,0.0132,0.51
4,22593,3,29.77,1.427,1.27,0.0182,0.7
0,22594,8,31.83,1.269,1.2,0.0383,1.47
1,22594,7,33.79,0.809,0.82,0.0138,0.53
2,22594,4,53.1,1.434,1.3,0.014,0.54
3,22594,11,26.62,0.312,0.81,0.0104,0.4
4,22594,4,39.03,1.482,0.85,0.0129,0.5
0,22595,4,35.2,0.566,0.97,0.0062,0.24
1,22595,7,24.03,0.778,1.09,0.0247,0.95
2,22595,2,30.08,1.183,1.04,0.0082,0.31
3,22595,3,39.54,1.899,1.0,0.0143,0.55
4,22595,4,37.46,1.559,0.92,0.0153,0.59
0,22596,3,30.18,0.805,1.08,0.0086,0.33
1,22596,8,53.1,1.035,0.82,0.0129,0.49
2,22596,11,22.22,1.513,0.75,0.0559,2.15
3,22596,3,36.15,0.329,0.71,0.0019,0.07
4,22596,5,55.49,0.788,1.13,0.0081,0.31
0,22597,7,26.31,0.825,0.75,0.0164,0.63
1,22597,3,31.1,1.404,1.21,0.0164,0.63
2,22597,3,61.89,1.665,0.78,0.0063,0.24
3,22597,4,39.31,1.278,0.94,0.0122,0.47
4,22597,9,30.83,0.814,0.81,0.0191,0.74
0,22598,4,40.57,1.253,0.76,0.0094,0.36
1,22598,5,61.31,0.608,1.06,0.0052,0.2
2,22598,7,63.16,0.886,0.9,0.0088,0.34
3,22598,3,40.59,0.875,1.03,0.0067,0.26
4,22598,2,54.37,0.233,0.76,0.0007,0.03
0,22599,3,39.74,0.695,0.96,0.005,0.19
1,22599,7,34.53,1.121,0.86,0.0194,0.75
2,22599,2,41.09,0.909,1.23,0.0055,0.21
3,22599,6,32.62,1.818,0.87,0.0289,1.11
4,22599,6,46.83,0.918,0.74,0.0087,0.34
0,22600,4,24.69,0.348,0.91,0.0051,0.2
1,22600,9,32.18,1.875,1.28,0.0673,2.59
2,22600,7,54.07,0.942,0.84,0.0102,0.39
3,22600,7,51.48,1.387,1.01,0.019,0.73
4,22600,7,32.63,1.832,1.07,0.0422,1.62
0,22601,5,22.19,0.878,1.18,0.0233,0.9
1,22601,6,45.68,0.689,1.01,0.0092,0.35
2,22601,7,37.73,1.476,0.82,0.0225,0.87
3,22601,6,35.14,0.882,0.96,0.0144,0.56
4,22601,1,51.23,0.641,0.9,0.0011,0.04
0,22602,6,53.13,1.838,1.02,0.0211,0.81
1,22602,7,21.47,1.91,0.95,0.0593,2.28
2,22602,1,47.12,0.298,1.24,0.0008,0.03
3,22602,8,41.2,0.115,1.06,0.0024,0.09
4,22602,14,45.7,0.454,0.86,0.012,0.46
0,22603,3,54.67,1.65,1.17,0.0106,0.41
1,22603,4,33.4,0.583,1.14,0.0079,0.31
2,22603,4,35.25,0.78,0.91,0.0081,0.31
3,22603,11,42.89,1.057,1.26,0.034,1.31
4,22603,5,19.14,1.931,0.92,0.0464,1.79
0,22604,4,25.54,1.911,0.85,0.0255,0.98
1,22604,5,42.2,0.761,1.04,0.0094,0.36
2,22604,6,39.94,1.503,1.23,0.0278,1.07
3,22604,2,45.89,1.849,1.03,0.0083,0.32
4,22604,9,54.14,0.84,1.09,0.0152,0.58
0,22605,3,41.37,0.354,1.12,0.0029,0.11
1,22605,3,12.7,1.527,0.93,0.0336,1.29
2,22605,3,27.91,1.497,0.97,0.0156,0.6
3,22605,8,60.44,0.399,0.84,0.0044,0.17
4,22605,4,27.47,1.7,0.86,0.0214,0.82
0,22606,5,52.12,0.107,1.27,0.0013,0.05
1,22606,8,38.31,1.512,0.91,0.0287,1.11
2,22606,5,52.58,1.324,1.16,0.0146,0.56
3,22606,4,48.48,0.62,0.98,0.005,0.19
4,22606,6,27.08,0.727,1.09,0.0175,0.67
0,22607,3,32.72,1.09,1.27,0.0127,0.49
1,22607,5,59.08,0.42,0.72,0.0026,0.1
2,22607,4,44.19,1.626,1.3,0.0191,0.74
3,22607,4,43.6,1.168,1.26,0.0135,0.52
4,22607,3,26.7,1.167,1.19,0.0156,0.6
0,22608,4,52.23,0.928,1.06,0.0075,0.29
1,22608,5,38.09,1.309,1.1,0.0189,0.73
2,22608,8,40.63,0.778,0.9,0.0137,0.53
3,22608,5,40.16,1.097,1.25,0.0171,0.66
4,22608,5,46.74,0.793,1.03,0.0087,0.34
0,22609,6,34.94,0.852,0.81,0.0119,0.46
1,22609,4,40.6,0.46,1.13,0.0051,0.2
2,22609,4,32.07,0.164,1.14,0.0023,0.09
3,22609,5,38.52,0.947,0.98,0.012,0.46
4,22609,5,40.73,0.104,0.76,0.001,0.04
0,22610,4,43.38,0.695,0.81,0.0052,0.2
1,22610,6,45.97,0.487,1.23,0.0078,0.3
2,22610,3,43.82,1.154,1.29,0.0102,0.39
3,22610,3,27.99,1.15,1.08,0.0133,0.51
4,22610,5,44.24,0.699,1.27,0.01,0.39
0,22611,4,30.57,0.666,0.89,0.0078,0.3
1,22611,3,28.15,1.069,0.72,0.0082,0.31
2,22611,8,46.41,0.943,0.71,0.0116,0.45
3,22611,3,45.55,0.422,0.87,0.0024,0.09
4,22611,4,33.31,0.188,1.13,0.0026,0.1
0,22612,7,39.62,1.111,0.97,0.0191,0.74
1,22612,2,43.24,0.98,1.18,0.0054,0.21
2,22612,8,36.76,0.218,0.84,0.004,0.15
3,22612,2,26.16,0.972,1.26,0.0093,0.36
4,22612,6,47.6,0.871,1.06,0.0116,0.45
0,22613,5,29.33,1.071,0.85,0.0155,0.6
1,22613,8,38.27,1.06,0.88,0.0194,0.75
2,22613,7,24.38,1.454,1.17,0.0487,1.88
3,22613,3,30.65,1.959,0.71,0.0136,0.52
4,22613,10,42.39,0.395,1.06,0.0098,0.38
0,22614,6,52.92,0.304,1.1,0.0038,0.15
1,22614,5,31.44,0.271,0.84,0.0036,0.14
2,22614,5,36.79,1.868,0.91,0.0231,0.89
3,22614,7,32.29,0.568,0.94,0.0116,0.45
4,22614,3,47.09,1.184,1.25,0.0094,0.36
0,22615,4,59.72,0.801,1.06,0.0057,0.22
1,22615,5,49.65,1.512,1.04,0.0158,0.61
2,22615,3,26.99,1.174,1.18,0.0154,0.59
3,22615,3,36.77,0.113,0.73,0.0007,0.03
4,22615,5,50.21,0.494,1.06,0.0052,0.2
0,22616,3,48.83,1.298,0.97,0.0077,0.3
1,22616,7,28.63,0.969,1.02,0.0242,0.93
2,22616,7,45.84,1.014,0.78,0.0121,0.47
3,22616,5,7.74,0.283,0.9,0.0164,0.63
4,22616,9,50.21,0.875,1.05,0.0164,0.63
0,22617,4,41.95,0.16,0.94,0.0014,0.06
1,22617,4,37.35,1.92,1.01,0.0207,0.8
2,22617,4,24.59,1.406,1.05,0.0241,0.93
3,22617,3,41.55,1.052,0.94,0.0072,0.28
4,22617,8,45.76,0.692,0.74,0.009,0.35
0,22618,2,46.05,0.121,1.14,0.0006,0.02
1,22618,4,53.05,1.4,1.07,0.0113,0.43
2,22618,5,37.78,1.612,1.12,0.0239,0.92
3,22618,8,55.75,1.089,1.17,0.0183,0.7
4,22618,6,18.17,0.149,1.03,0.0051,0.19
0,22619,6,44.15,0.345,1.24,0.0058,0.22
1,22619,5,48.22,0.718,1.13,0.0084,0.32
2,22619,6,19.58,0.459,1.1,0.0155,0.6
3,22619,6,36.84,1.259,1.15,0.0236,0.91
4,22619,3,38.92,1.42,0.92,0.0101,0.39
0,22620,5,25.59,0.568,0.95,0.0105,0.41
1,22620,9,31.18,1.366,1.03,0.0405,1.56
2,22620,6,44.02,0.106,0.74,0.0011,0.04
3,22620,4,35.76,0.508,1.28,0.0073,0.28
4,22620,2,61.75,0.596,1.29,0.0025,0.1
0,22621,4,28.03,0.801,0.82,0.0094,0.36
1,22621,7,43.06,1.852,1.18,0.0355,1.37
2,22621,8,45.4,0.216,0.89,0.0034,0.13
3,22621,4,34.33,0.898,0.93,0.0098,0.38
4,22621,7,38.95,0.551,0.96,0.0095,0.37
0,22622,9,32.93,0.368,1.18,0.0119,0.46
1,22622,6,62.18,0.518,0.97,0.0048,0.19
2,22622,8,52.63,0.35,1.03,0.0055,0.21
3,22622,5,55.88,0.553,0.85,0.0042,0.16
4,22622,9,37.2,1.169,1.1,0.0311,1.2
0,22623,3,29.89,1.685,1.0,0.0169,0.65
1,22623,3,34.1,1.655,1.23,0.0179,0.69
2,22623,9,24.43,0.402,0.88,0.013,0.5
3,22623,5,34.0,1.547,1.22,0.0277,1.07
4,22623,4,36.36,1.84,1.1,0.0222,0.85
0,22624,4,40.45,0.436,0.77,0.0033,0.13
1,22624,4,25.48,1.615,1.14,0.0288,1.11
2,22624,4,35.2,0.449,0.84,0.0043,0.16
3,22624,9,46.18,0.478,1.22,0.0114,0.44
4,22624,4,43.63,1.333,1.13,0.0138,0.53
0,22625,0,37.31,1.815,0.91,0.0,0.0
1,22625,4,40.2,1.453,0.76,0.011,0.43
2,22625,6,49.88,1.525,1.21,0.0221,0.85
3,22625,3,38.45,0.769,1.12,0.0067,0.26
4,22625,4,35.04,1.865,0.87,0.0185,0.71
0,22626,2,45.38,0.372,1.14,0.0019,0.07
1,22626,7,51.6,0.777,0.74,0.0078,0.3
2,22626,5,45.07,1.556,1.28,0.0221,0.85
3,22626,5,29.92,1.922,1.16,0.0373,1.44
4,22626,6,28.14,1.553,0.94,0.0311,1.2
0,22627,3,40.56,0.141,1.09,0.0011,0.04
1,22627,3,47.77,1.254,0.75,0.0059,0.23
2,22627,4,49.2,1.859,0.87,0.0131,0.51
3,22627,6,29.41,0.246,0.96,0.0048,0.19
4,22627,6,50.89,1.496,1.16,0.0204,0.79
0,22628,6,42.64,1.872,0.72,0.0191,0.73
1,22628,3,42.86,0.514,0.83,0.003,0.12
2,22628,6,20.11,0.207,1.04,0.0064,0.25
3,22628,5,44.2,0.808,1.25,0.0114,0.44
4,22628,4,36.07,1.107,0.72,0.0089,0.34
0,22629,5,26.17,0.531,1.13,0.0115,0.44
1,22629,5,45.07,1.162,0.73,0.0094,0.36
2,22629,4,44.32,0.813,0.88,0.0065,0.25
3,22629,5,42.09,1.926,1.15,0.0263,1.01
4,22629,3,48.05,0.597,1.23,0.0046,0.18
0,22630,3,21.36,1.297,0.87,0.0158,0.61
1,22630,2,28.73,0.182,1.19,0.0015,0.06
2,22630,7,34.02,0.829,0.92,0.0156,0.6
3,22630,1,33.87,0.844,1.08,0.0027,0.1
4,22630,5,44.27,1.286,1.3,0.0189,0.73
0,22631,5,15.62,0.297,0.87,0.0083,0.32
1,22631,12,47.23,1.202,1.18,0.0359,1.38
2,22631,6,55.68,1.955,0.85,0.0179,0.69
3,22631,3,37.31,1.767,0.72,0.0102,0.39
4,22631,4,56.39,1.081,0.82,0.0063,0.24
0,22632,8,52.04,0.849,0.74,0.0097,0.37
1,22632,6,36.42,1.452,0.81,0.0195,0.75
2,22632,5,44.88,0.744,0.77,0.0064,0.24
3,22632,4,51.5,0.975,0.72,0.0054,0.21
4,22632,3,43.92,1.734,0.74,0.0087,0.34
0,22633,1,45.23,1.332,1.04,0.0031,0.12
1,22633,6,38.82,0.238,1.28,0.0047,0.18
2,22633,3,56.37,1.92,1.15,0.0118,0.45
3,22633,6,42.4,1.827,1.12,0.0291,1.12
4,22633,5,55.61,1.495,1.2,0.0162,0.62
0,22634,4,55.72,1.733,1.07,0.0133,0.51
1,22634,10,33.9,0.462,0.96,0.0131,0.51
2,22634,7,37.99,1.713,0.71,0.0225,0.86
3,22634,4,45.03,0.381,1.12,0.0038,0.15
4,22634,5,24.74,1.233,1.22,0.0304,1.17
0,22635,5,32.29,1.992,1.01,0.0311,1.2
1,22635,4,47.38,0.424,1.18,0.0042,0.16
2,22635,8,34.02,0.166,1.18,0.0046,0.18
3,22635,1,28.05,1.554,0.86,0.0047,0.18
4,22635,4,30.81,0.498,0.77,0.005,0.19
0,22636,8,47.15,0.901,1.22,0.0186,0.72
1,22636,4,32.16,1.271,0.84,0.0133,0.51
2,22636,5,45.66,0.449,0.88,0.0043,0.17
3,22636,7,42.7,0.297,1.25,0.0061,0.23
4,22636,7,53.02,0.467,1.25,0.0077,0.3
0,22637,2,39.72,1.101,0.97,0.0054,0.21
1,22637,4,63.09,1.56,1.12,0.011,0.43
2,22637,6,33.79,1.525,1.26,0.034,1.31
3,22637,6,44.84,0.706,1.22,0.0115,0.44
4,22637,5,25.09,1.15,0.91,0.0209,0.81
0,22638,3,44.19,1.61,0.72,0.0079,0.3
1,22638,3,38.84,1.652,0.72,0.0092,0.35
2,22638,7,45.03,1.174,1.13,0.0207,0.8
3,22638,5,18.85,0.49,0.73,0.0095,0.37
4,22638,3,48.28,0.249,0.96,0.0015,0.06
0,22639,6,28.76,1.205,1.19,0.03,1.16
1,22639,8,43.75,0.69,0.86,0.0109,0.42
2,22639,4,39.98,1.983,1.01,0.02,0.77
3,22639,10,28.57,1.33,1.13,0.0528,2.03
4,22639,2,13.55,1.51,1.08,0.024,0.93
0,22640,4,31.45,1.542,1.14,0.0223,0.86
1,22640,5,51.0,0.396,1.25,0.0048,0.19
2,22640,0,52.06,0.272,0.99,0.0,0.0
3,22640,6,26.86,1.802,1.16,0.0467,1.8
4,22640,7,35.63,0.778,1.04,0.0158,0.61
0,22641,6,58.86,1.425,1.11,0.0161,0.62
1,22641,5,44.03,0.264,0.76,0.0023,0.09
2,22641,8,55.07,1.046,1.0,0.0152,0.59
3,22641,6,58.81,1.431,0.84,0.0123,0.47
4,22641,6,31.15,0.768,0.86,0.0128,0.49
0,22642,5,43.06,0.91,0.8,0.0084,0.32
1,22642,8,39.21,0.26,1.04,0.0055,0.21
2,22642,8,51.53,1.209,1.29,0.0242,0.93
3,22642,6,40.08,0.855,0.77,0.0099,0.38
4,22642,6,51.91,0.757,1.04,0.0091,0.35
0,22643,5,53.57,0.521,0.94,0.0046,0.18
1,22643,3,30.23,1.043,0.96,0.0099,0.38
2,22643,6,57.28,1.288,0.88,0.0118,0.46
3,22643,7,36.79,0.744,1.0,0.0141,0.54
4,22643,5,41.02,1.124,0.8,0.0109,0.42
0,22644,3,40.87,0.6,1.17,0.0052,0.2
1,22644,4,53.7,1.241,0.82,0.0076,0.29
2,22644,3,27.42,0.912,1.2,0.012,0.46
3,22644,5,25.54,1.364,1.03,0.0274,1.06
4,22644,9,22.05,0.395,0.86,0.0138,0.53
0,22645,2,33.89,0.378,0.76,0.0017,0.06
1,22645,5,42.42,0.481,1.19,0.0068,0.26
2,22645,7,35.69,1.603,1.07,0.0336,1.29
3,22645,4,24.01,0.6,1.27,0.0127,0.49
4,22645,3,46.85,0.106,0.79,0.0005,0.02
0,22646,6,27.68,1.979,1.21,0.0519,2.0
1,22646,6,33.37,0.846,1.13,0.0172,0.66
2,22646,4,48.24,1.843,0.75,0.0115,0.44
3,22646,5,36.05,1.582,1.11,0.0244,0.94
4,22646,5,24.14,0.949,1.09,0.0213,0.82
0,22647,6,32.34,0.961,0.84,0.0149,0.57
1,22647,7,19.5,0.59,0.93,0.0196,0.76
2,22647,7,34.7,0.371,0.94,0.0071,0.27
3,22647,10,23.39,1.026,0.78,0.0341,1.31
4,22647,5,53.47,1.673,0.94,0.0147,0.57
0,22648,1,59.71,1.096,1.27,0.0023,0.09
1,22648,5,42.68,0.971,1.11,0.0126,0.49
2,22648,4,40.55,0.862,1.0,0.0085,0.33
3,22648,2,28.97,0.556,1.04,0.004,0.15
4,22648,9,26.45,1.972,1.14,0.0765,2.94
0,22649,2,30.74,1.737,1.16,0.0131,0.5
1,22649,9,59.78,1.989,1.29,0.0386,1.49
2,22649,6,38.57,1.684,1.13,0.0297,1.14
3,22649,5,54.07,1.531,0.87,0.0123,0.47
4,22649,5,43.14,0.185,0.88,0.0019,0.07
0,22650,6,44.04,0.545,1.19,0.0088,0.34
1,22650,0,58.35,1.659,0.77,0.0,0.0
2,22650,2,38.19,0.327,0.74,0.0013,0.05
3,22650,4,42.37,0.713,1.3,0.0087,0.34
4,22650,5,18.06,1.677,0.75,0.0346,1.33
0,22651,12,36.23,1.492,1.12,0.0556,2.14
1,22651,4,36.21,1.164,0.87,0.0112,0.43
2,22651,5,48.94,0.705,1.01,0.0073,0.28
3,22651,5,38.57,0.95,1.13,0.0139,0.54
4,22651,7,35.46,0.875,1.13,0.0195,0.75
0,22652,2,58.99,1.788,1.03,0.0063,0.24
1,22652,4,58.2,1.623,0.76,0.0085,0.33
2,22652,7,49.08,1.725,1.15,0.0283,1.09
3,22652,9,66.43,1.472,1.14,0.0228,0.88
4,22652,4,52.57,1.044,0.82,0.0065,0.25
0,22653,7,36.39,1.375,1.09,0.0287,1.11
1,22653,5,34.02,0.542,0.81,0.0064,0.25
2,22653,4,13.45,0.704,1.22,0.0255,0.98
